,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRPbinned,wheels-awd,wheels-4wd,wheels-fwd,wheels-rwd
6863,Lincoln,MKS,2014,regular unleaded,304.0,6.0,AUTOMATIC,4.0,Large,Sedan,26,18,61,40845,Cheap,1,0,0,0
6864,Lincoln,MKS,2014,premium unleaded (recommended),365.0,6.0,AUTOMATIC,4.0,Large,Sedan,25,17,61,45840,Cheap,1,0,0,0
6865,Lincoln,MKS,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,4.0,Large,Sedan,25,17,61,45840,Cheap,1,0,0,0
6866,Lincoln,MKS,2015,regular unleaded,305.0,6.0,AUTOMATIC,4.0,Large,Sedan,28,19,61,38850,Cheap,0,0,1,0
6867,Lincoln,MKS,2015,regular unleaded,305.0,6.0,AUTOMATIC,4.0,Large,Sedan,26,18,61,40845,Cheap,1,0,0,0
6868,Lincoln,MKS,2016,regular unleaded,350.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,17,61,41005,Cheap,1,0,0,0
6869,Lincoln,MKS,2016,regular unleaded,350.0,6.0,AUTOMATIC,4.0,Large,Sedan,26,17,61,39010,Cheap,0,0,1,0
6870,Lincoln,MKS,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,16,61,46000,Cheap,1,0,0,0
6871,Lincoln,MKT,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,4.0,Large,Wagon,23,16,61,45205,Cheap,1,0,0,0
6872,Lincoln,MKT,2015,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Large,Wagon,25,17,61,43210,Cheap,0,0,1,0
6873,Lincoln,MKT,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Large,Wagon,24,16,61,43370,Cheap,0,0,1,0
6874,Lincoln,MKT,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,4.0,Large,Wagon,21,15,61,45365,Cheap,1,0,0,0
6875,Lincoln,MKT,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Large,Wagon,24,16,61,43530,Cheap,0,0,1,0
6876,Lincoln,MKT,2017,premium unleaded (recommended),365.0,6.0,AUTOMATIC,4.0,Large,Wagon,21,15,61,49025,Cheap,1,0,0,0
6877,Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,17,61,40850,Cheap,1,0,0,0
6878,Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,18,61,38900,Cheap,0,0,1,0
6879,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,44045,Cheap,1,0,0,0
6880,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,47810,Cheap,1,0,0,0
6881,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,53475,Cheap,0,0,1,0
6882,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,38260,Cheap,0,0,1,0
6883,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,55970,Cheap,1,0,0,0
6884,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,45315,Cheap,0,0,1,0
6885,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,40755,Cheap,1,0,0,0
6886,Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,26,17,61,41550,Cheap,0,0,1,0
6887,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,17,61,38260,Cheap,0,0,1,0
6888,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,16,61,44045,Cheap,1,0,0,0
6889,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,16,61,48055,Cheap,1,0,0,0
6890,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,17,61,45560,Cheap,0,0,1,0
6891,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,17,61,53475,Cheap,0,0,1,0
6892,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,16,61,40755,Cheap,1,0,0,0
6893,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,25,17,61,41550,Cheap,0,0,1,0
6894,Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,23,16,61,55970,Cheap,1,0,0,0
6895,Lincoln,MKZ Hybrid,2011,regular unleaded,191.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,36,41,61,34645,Cheap,0,0,1,0
6896,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,22,61,45555,Cheap,0,0,1,0
6897,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,22,61,35190,Cheap,0,0,1,0
6898,Lincoln,MKZ,2015,regular unleaded,188.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,41,61,35190,Cheap,0,0,1,0
6899,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,22,61,37080,Cheap,1,0,0,0
6900,Lincoln,MKZ,2015,regular unleaded,188.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,41,61,45555,Cheap,0,0,1,0
6901,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,22,61,47445,Cheap,1,0,0,0
6902,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,22,61,37080,Cheap,1,0,0,0
6903,Lincoln,MKZ,2016,regular unleaded,188.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,41,61,45605,Cheap,0,0,1,0
6904,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,22,61,45605,Cheap,0,0,1,0
6905,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,22,61,47495,Cheap,1,0,0,0
6906,Lincoln,MKZ,2016,regular unleaded,188.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,39,41,61,35190,Cheap,0,0,1,0
6907,Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,22,61,35190,Cheap,0,0,1,0
6908,Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,41,61,35010,Cheap,0,0,1,0
6909,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,20,61,36900,Cheap,1,0,0,0
6910,Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,41,61,39510,Cheap,0,0,1,0
6911,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,21,61,39510,Cheap,0,0,1,0
6912,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,20,61,49560,Cheap,1,0,0,0
6913,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,21,61,35010,Cheap,0,0,1,0
6914,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,20,61,41400,Cheap,1,0,0,0
6915,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,21,61,47670,Cheap,0,0,1,0
6916,Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,41,61,36760,Cheap,0,0,1,0
6917,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,21,61,36760,Cheap,0,0,1,0
6918,Lincoln,MKZ,2017,regular unleaded,249.38607007176023,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,41,61,47670,Cheap,0,0,1,0
6919,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,28,20,61,38650,Cheap,1,0,0,0
6920,Mercedes-Benz,ML55 AMG,2000,regular unleaded,342.0,8.0,AUTOMATIC,4.0,Midsize,4dr SUV,16,12,617,5650,Cheap,1,0,0,0
6921,Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,90,88,1391,79900,Cheap,0,0,0,1
6922,Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,97,94,1391,69900,Cheap,0,0,0,1
6923,Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,94,86,1391,104500,Cheap,1,0,0,0
6924,Tesla,Model S,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,90,88,1391,93400,Cheap,0,0,0,1
6925,Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,97,94,1391,69900,Cheap,0,0,0,1
6926,Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,102,101,1391,75000,Cheap,1,0,0,0
6927,Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,106,95,1391,85000,Cheap,1,0,0,0
6928,Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,98,89,1391,105000,Cheap,1,0,0,0
6929,Tesla,Model S,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,90,88,1391,80000,Cheap,0,0,0,1
6930,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,3.4360933825999327,Large,Sedan,105,102,1391,79500,Cheap,1,0,0,0
6931,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,3.4360933825999327,Large,Sedan,101,98,1391,66000,Cheap,1,0,0,0
6932,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,3.4360933825999327,Large,Sedan,105,92,1391,134500,Cheap,1,0,0,0
6933,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,3.4360933825999327,Large,Sedan,100,97,1391,74500,Cheap,0,0,0,1
6934,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,3.4360933825999327,Large,Sedan,107,101,1391,71000,Cheap,1,0,0,0
6935,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,102,101,1391,75000,Cheap,1,0,0,0
6936,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,107,101,1391,89500,Cheap,1,0,0,0
6937,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,100,91,1391,112000,Cheap,1,0,0,0
6938,Tesla,Model S,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,4.0,Large,Sedan,90,88,1391,70000,Cheap,0,0,0,1
6945,Pontiac,Montana SV6,2006,regular unleaded,201.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,23,16,210,24250,Cheap,0,0,1,0
6946,Pontiac,Montana SV6,2006,regular unleaded,196.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,21,15,210,27750,Cheap,1,0,0,0
6947,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,17,210,26140,Cheap,0,0,1,0
6948,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,22,16,210,33790,Cheap,1,0,0,0
6949,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,24,17,210,25815,Cheap,0,0,1,0
6950,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,22,16,210,30540,Cheap,1,0,0,0
6951,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,17,210,27590,Cheap,0,0,1,0
6952,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,24,17,210,24165,Cheap,0,0,1,0
6953,Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,17,210,29740,Cheap,0,0,1,0
6954,Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,24,17,210,23335,Cheap,0,0,1,0
6955,Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,22,16,210,31035,Cheap,1,0,0,0
6956,Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,17,210,25885,Cheap,0,0,1,0
6957,Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,24,17,210,30235,Cheap,0,0,1,0
6958,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,21,15,210,30210,Cheap,1,0,0,0
6959,Pontiac,Montana,2005,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,23,16,210,26040,Cheap,0,0,1,0
6960,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,23,16,210,24520,Cheap,0,0,1,0
6961,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,23,16,210,27890,Cheap,0,0,1,0
6962,Pontiac,Montana,2005,regular unleaded,185.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,23,16,210,30420,Cheap,0,0,1,0
6963,Pontiac,Montana,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Midsize,Passenger Minivan,21,15,210,27700,Cheap,1,0,0,0
6964,Chevrolet,Monte Carlo,2005,regular unleaded,180.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,29,19,1385,22280,Cheap,0,0,1,0
6965,Chevrolet,Monte Carlo,2005,regular unleaded,200.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,28,18,1385,24690,Cheap,0,0,1,0
6966,Chevrolet,Monte Carlo,2005,premium unleaded (required),240.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,26,17,1385,28355,Cheap,0,0,1,0
6967,Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,26,18,1385,24930,Cheap,0,0,1,0
6968,Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,29,19,1385,20830,Cheap,0,0,1,0
6969,Chevrolet,Monte Carlo,2006,regular unleaded,303.0,8.0,AUTOMATIC,2.0,Midsize,Coupe,26,16,1385,26330,Cheap,0,0,1,0
6970,Chevrolet,Monte Carlo,2006,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,29,19,1385,20330,Cheap,0,0,1,0
6971,Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,26,18,1385,23430,Cheap,0,0,1,0
6972,Chevrolet,Monte Carlo,2007,regular unleaded,303.0,8.0,AUTOMATIC,2.0,Midsize,Coupe,24,16,1385,27740,Cheap,0,0,1,0
6973,Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,29,19,1385,22625,Cheap,0,0,1,0
6974,Chevrolet,Monte Carlo,2007,flex-fuel (unleaded/E85),211.0,6.0,AUTOMATIC,2.0,Midsize,Coupe,29,19,1385,21015,Cheap,0,0,1,0
6975,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,15,436,27607,Cheap,0,0,0,1
6976,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,15,436,27777,Cheap,0,1,0,0
6977,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,14,436,29627,Cheap,0,1,0,0
6978,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,436,22777,Cheap,0,0,0,1
6979,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,14,436,32887,Cheap,0,1,0,0
6980,Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,15,436,31317,Cheap,0,0,0,1
6981,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,15,436,25087,Cheap,0,1,0,0
6982,Mitsubishi,Montero Sport,2002,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,436,25637,Cheap,0,0,0,1
6983,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,15,436,27777,Cheap,0,1,0,0
6984,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,15,436,25217,Cheap,0,1,0,0
6985,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,15,436,27607,Cheap,0,0,0,1
6986,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,436,22907,Cheap,0,0,0,1
6987,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,14,436,32887,Cheap,0,1,0,0
6988,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,14,436,29627,Cheap,0,1,0,0
6989,Mitsubishi,Montero Sport,2003,regular unleaded,165.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,436,25637,Cheap,0,0,0,1
6990,Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,15,436,31317,Cheap,0,0,0,1
6991,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,15,436,26199,Cheap,0,0,0,1
6992,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,14,436,25999,Cheap,0,1,0,0
6993,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,14,436,28199,Cheap,0,1,0,0
6994,Mitsubishi,Montero Sport,2004,regular unleaded,197.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,19,15,436,23999,Cheap,0,0,0,1
6995,Mitsubishi,Montero,2004,regular unleaded,215.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,18,13,436,34999,Cheap,0,1,0,0
6996,Mitsubishi,Montero,2005,regular unleaded,215.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,13,436,35799,Cheap,0,1,0,0
6997,Mitsubishi,Montero,2006,regular unleaded,215.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,17,13,436,36159,Cheap,0,1,0,0
6998,McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,22,15,416,229000,Cheap,0,0,0,1
6999,McLaren,MP4-12C,2013,premium unleaded (required),616.0,8.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,22,15,416,239400,Cheap,0,0,0,1
7000,Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,28460,Cheap,0,0,1,0
7001,Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,23490,Cheap,0,0,1,0
7002,Mazda,MPV,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,28515,Cheap,0,0,1,0
7003,Mazda,MPV,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,22115,Cheap,0,0,1,0
7004,Mazda,MPV,2005,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,22950,Cheap,0,0,1,0
7005,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,28515,Cheap,0,0,1,0
7006,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,22950,Cheap,0,0,1,0
7007,Mazda,MPV,2006,regular unleaded,200.0,6.0,AUTOMATIC,4.0,Compact,Passenger Minivan,23,16,586,22115,Cheap,0,0,1,0
7008,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,30,22,2031,25645,Cheap,0,0,0,1
7009,Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,MANUAL,2.0,Compact,Convertible,29,23,2031,24645,Cheap,0,0,0,1
7010,Toyota,MR2 Spyder,2004,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,30,23,2031,25895,Cheap,0,0,0,1
7011,Toyota,MR2 Spyder,2004,regular unleaded,138.0,4.0,MANUAL,2.0,Compact,Convertible,29,23,2031,24895,Cheap,0,0,0,1
7012,Toyota,MR2 Spyder,2005,regular unleaded,138.0,4.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,30,23,2031,26145,Cheap,0,0,0,1
7013,Toyota,MR2 Spyder,2005,regular unleaded,138.0,4.0,MANUAL,2.0,Compact,Convertible,29,23,2031,25145,Cheap,0,0,0,1
7014,Toyota,MR2,1993,regular unleaded,135.0,4.0,MANUAL,2.0,Compact,Coupe,26,19,2031,2000,Cheap,0,0,0,1
7015,Toyota,MR2,1993,regular unleaded,200.0,4.0,MANUAL,2.0,Compact,Coupe,25,18,2031,2078,Cheap,0,0,0,1
7016,Toyota,MR2,1994,regular unleaded,200.0,4.0,MANUAL,2.0,Compact,Coupe,25,18,2031,2254,Cheap,0,0,0,1
7017,Toyota,MR2,1994,regular unleaded,135.0,4.0,MANUAL,2.0,Compact,Coupe,26,19,2031,2000,Cheap,0,0,0,1
7018,Toyota,MR2,1995,regular unleaded,135.0,4.0,MANUAL,2.0,Compact,Coupe,26,19,2031,2038,Cheap,0,0,0,1
7019,Toyota,MR2,1995,regular unleaded,200.0,4.0,MANUAL,2.0,Compact,Coupe,25,18,2031,2462,Cheap,0,0,0,1
7020,Bentley,Mulsanne,2014,premium unleaded (required),505.0,8.0,AUTOMATIC,4.0,Large,Sedan,18,11,520,298900,Cheap,0,0,0,1
7021,Bentley,Mulsanne,2015,premium unleaded (required),505.0,8.0,AUTOMATIC,4.0,Large,Sedan,18,11,520,303700,Cheap,0,0,0,1
7022,Bentley,Mulsanne,2016,premium unleaded (required),505.0,8.0,AUTOMATIC,4.0,Large,Sedan,18,11,520,303700,Cheap,0,0,0,1
7023,Bentley,Mulsanne,2016,premium unleaded (required),530.0,8.0,AUTOMATIC,4.0,Large,Sedan,18,11,520,335600,Cheap,0,0,0,1
7024,Nissan,Murano CrossCabriolet,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,2.0,Midsize,Convertible SUV,22,17,2009,44540,Cheap,1,0,0,0
7025,Nissan,Murano CrossCabriolet,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,2.0,Midsize,Convertible SUV,22,17,2009,44540,Cheap,1,0,0,0
7026,Nissan,Murano CrossCabriolet,2014,premium unleaded (recommended),265.0,6.0,AUTOMATIC,2.0,Midsize,Convertible SUV,22,17,2009,41995,Cheap,1,0,0,0
7027,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,39000,Cheap,0,0,1,0
7028,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,38550,Cheap,1,0,0,0
7029,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,40600,Cheap,1,0,0,0
7030,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,36950,Cheap,0,0,1,0
7031,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,34220,Cheap,1,0,0,0
7032,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,29560,Cheap,0,0,1,0
7033,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,32620,Cheap,0,0,1,0
7034,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,31160,Cheap,1,0,0,0
7035,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,34400,Cheap,1,0,0,0
7036,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,39180,Cheap,0,0,1,0
7037,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,30,26,2009,41730,Cheap,1,0,0,0
7038,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,32800,Cheap,0,0,1,0
7039,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,38730,Cheap,1,0,0,0
7040,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,29740,Cheap,0,0,1,0
7041,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,40780,Cheap,1,0,0,0
7042,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,31340,Cheap,1,0,0,0
